,date,link,inner_html,word_count,petrol,hsd,headline,openai_headline_very_positive,openai_headline_positive,openai_headline_neutral,openai_headline_negative,openai_headline_very_negative,openai_text_very_positive,openai_text_positive,openai_text_neutral,openai_text_negative,openai_text_very_negative,gemini_headline_very_positive,gemini_headline_positive,gemini_headline_neutral,gemini_headline_negative,gemini_headline_very_negative,gemini_text_very_positive,gemini_text_positive,gemini_text_neutral,gemini_text_negative,gemini_text_very_negative,gemini_headline_overall_sentiment,gemini_text_overall_sentiment,openai_headline_overall_sentiment,openai_text_overall_sentiment
69,2022-01-01,"['https://tribune.com.pk/epaper/news/Karachi/2022-01-01/ZWE0ODg2MGQ3Yzg4Mjg4ODFhOTAzMWIyMDFhZGQ4MzQuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2022-01-01/YWEyMDkxZjhkMWQxYzc2ZWYwMjRlOTMyNzY0ZTkzZjIuanBlZw']","As the bells toll for another new year, petrol prices will go dearer following Prime Minister Imran Khan's approval for an increase in oil prices of up to Rs 4 per litre.

The new prices, part of the government's commitments with the International Monetary Fund (IMF), will come into effect from January 1 (today).

According to a notification issued by the Finance Division, the price of petrol and high-speed diesel(HSD) will rise by Rs 4 per litre for the first 15 days of January 2022.

After the increase, the price of petrol will go up from the previous Rs 140.82 per litre to Rs 144.82 per litre, while the price of high speed diesel will jump to Rs 141.62 per litre from the previous Rs137.62 per litre.

On December 15, the government had approved partial relief to the oil consumers and reduced the rates of petrol and high speed diesel by Rs 5 per litre in line with declining oil prices.

The Ogra had proposed a reduction in prices of petroleum products by Rs8 to 10 per litre and recommended Rs10.77 and Rs7.73 per litre reduction in the prices of petrol and high-speed diesel (HSD), respectively.

But the Finance Ministry in a statement said that Prime Minister Imran Khan rejected the Ogra summary. However, it said that the prime minister advised increasing the price of petroleum products up to Rs4 per litre in order to meet the target of the petroleum levy agreed with IMF.

Finance Ministry further said that sales tax on petrol and diesel had already been. adjusted downwards compared to December 16 to keep the oil prices lower.

Consumers in Punjab were already using imported gas. The Sui Southern Gas Company (SSGC) had also suspended gas supply to CNG stations in Sindh and Balochistan.

HSD has widely used in the transport and farm sectors,

Kerosene oil is used in remote areas for cooking where LPG is unavailable. LDO is used in industries.

Similarly, the government increased the price of HSD by Rs 4 to Rs 141.62 per litre against Rs137.62 per litre.

The rate of kerosene oil was increased by Rs 3.95 to Rs113.53 per litre as against Rs 109.53 pet litre, The price of LDO had shot up to Rs 111.06 per litre from Rs107.06 registering a hike of Rs 4.15 per litre.

LPG prices

However, there is good news for the LPG consumers as Ogra has reduced its price by RS6 per kilogramme.

LPG is used in remote areas where kerosene oil is not available for cooking purposes, However, in the winter season, its demand has increased due to the shortage of pipe gas.

Despite the cut in prices, the LPG will still be available at the highest price of Rs207 per litre.

Domestic cylinders will be available at Rs 2321 to the customers.",469.0,147.83,144.62,Rs 4 petrol price hike greets nation on New Year,0.0,0.01,0.05,0.6,0.34,0.02,0.1,0.45,0.3,0.13,0.0,0.0,0.15,0.75,0.1,0.0,0.1,0.3,0.5,0.1,-0.95,-0.6,-1.27,-0.4200000000000001
70,2021-12-16,"['https://tribune.com.pk/epaper/news/Karachi/2021-12-16/NWQ0MDE3MmYzMzg4ZWUyMjgwZGY4ZjUwMDJjNzFlYzEuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2021-12-16/YTZkZGI0Zjg5ZDk1NjM5ZDAyZWFiZWZkY2Q1YmIyMjUuanBlZw']","Instead of passing full relief to the people, the federal government on Wednesday only reduced the rates of petrol and high speed diesel by Rs 5 per litre ""in view of the declining price trend of petroleum products"" across the world.

 The Oil and Gas Regulatory Authority (Ogra) had proposed a reduction in prices of petroleum products by Rs 8 to 10 per litre, Ogra had recommended Rs10.77 and Rs7.73 per litre reduction in the prices of petrol and high-speed diesel (HSD), respectively.

However, the government slashed the price of petrol and HSD by Rs 5, kerosene oil by Rs 7, and light diesel oil (LDO) by Rs7.1 per litre.

After the reduction, the new price of petrol has come down to Rs 140.82, HSD to 137.62, kerosene oil to Rs109.53, and LDO to Rs107.06 per litre.

Petrol is used in motorcycles and cars. Consumers in Punjab were already using imported gas. The Sui Southern Gas Company (SSGC) had also suspended gas supply to CNG stations in Sindh and Balochistan.

HSD is widely used in transport and farm sectors. Kerosene oil is used in remote areas for cooking where LPG is unavailable. LDO is used in industries. The government has increased General Sales Tax (GST) on petrol by Rs4.07 per litre from Rs 2.34 per litre (1.63%) to Rs 6.41 (4.77%).

Similarly, the dealer margin on petrol has been increased by Rs 0.99 per litre. The oil marketing companies' (OMC) margin has been jacked up by Rs 0.71 per litre.

On HSD, the government has decreased its price by Rs 5 per litre only and adjusted the remaining in the GST and petroleum margin. The GST on HSD has been increased by Rs 1.19 per litre from Rs10.49 per litre (7.37%) to Rs 11.68 per litre (9.08%).

Similarly, the dealer margin on HSD has been jacked up by Rs 0.83 per litre. The OMC margin has been hiked by Rs 0.71 per litre.

Shortly before the announcement, Special Assistant to the Prime Minister for Political Communication Dr Shahbaz Gill had tweeted that the public would soon receive ""good news"" about petrol prices.

A Finance Division handout read the government had decided to revise the existing prices ""in view of the declining price trend of petroleum products in [the] global market and transform the impact to the masses"".

The new prices will be effective from Thursday (today).

Earlier this week, Adviser to the Prime Minister on Finance and Revenue Shaukat Tarin had said that following the drop in prices in the global market, petrol prices in Pakistan would also undergo a reduction.

It may be Noted that petroleum prices in Pakistan had touched an all-time high with petrol being sold at Rs 146 per litre.

Last month, inflation sky-rocketed to 11.5% -- the fastest pace in 21 months -- because of the government's administrative decisions coupled with steep currency depreciation, which was making food, electricity and transport unaffordable for the common man.

The Consumer Price Index (CP), on a month-on-month basis, jumped 3% - the highest monthly reading in the past 13-and-a-half years, reflecting a massive increase in prices.

On November 5, the government had jacked up the prices of petroleum products by up to Rs8.14 per litre on the pretext that the earlier relief provided to the consumers had dented the fixed levy budget during the first quarter of fiscal year 2020-21 by Rs132.5 billion.

The new price of petrol was Rs145.82 per litre after an increase of Rs8.03 against the previous Rs 137.79. Similarly, HSD had risen by Rs8.14 to Rs142.62 per litre from Rs 134.48.

The rate of kerosene oil was increased by Rs 6.27 to Rs 116.53 per litre as against Rs110.26, while that of LDO had shot up to Rs 114.07 per litre from Rs 108.35.

On October 30, PM Imran had turned down a proposal of Ogra for increasing fuel prices from November 1.

However, the prices of the petroleum products remained unchanged for the second half of November, as PM Imran rejected the recommendations for any increase in their prices.",676.0,147.83,144.62,"Govt cuts petrol, diesel prices by Rs 5",0.1,0.6,0.2,0.05,0.05,0.0,0.1,0.25,0.45,0.2,0.05,0.75,0.2,0.0,0.0,0.0,0.05,0.25,0.5,0.2,0.85,-0.85,0.6499999999999999,-0.7500000000000001
71,2021-12-01,['https://tribune.com.pk/epaper/news/Karachi/2021-12-01/YzJlNjY0MGNhYmM3MTM2NDFlOTc5NGQ0MjNmMTk1ZDcuanBlZw'],"Ogra reduces LPG rates by Rsl4 per kg

The government has decided to keep fuel prices unchanged effective from December 1, 2021. Oil prices in the global Market had witnessed a sharp decline of around $10 per barrel last Friday, following outbreak of a new variant of Covid-19.

The government had hinted slashing prices of petroleum products following the drop in international oil prices however it has decided to maintain existing fuel prices for the next two weeks.

With the decision of maintaining current prices, petrol will be sold at Rs145.82 per liter. Sui Southern Gas Company (SSGC) had recently announced suspension of gas supply to CNG stations in Sindh and Balochistan, which will result in an increased demand of petrol, causing hike in the oil import bill.

High-speed diesel which is widely used in the transport and agriculture sectors would be available at the current price of Rs 142.62 per liter.

Kerosene oil which is used in the remote areas of Pakistan as a substitute for Liquefied Petroleum Gas (LPG) has been maintained at Rs 116.53 per liter for the next two weeks. The government has also maintained the current price of Light Diesel Oil (LDO) at Rs114.07 per liter.",201.0,144.82,141.62,Fuel prices remain unchanged despite drop in international oil prices,0.0,0.05,0.4,0.3,0.25,0.0,0.05,0.6,0.3,0.05,0.0,0.0,0.15,0.75,0.1,0.0,0.05,0.25,0.6,0.1,-0.95,-0.75,-0.75,-0.35000000000000003
72,2021-11-16,['https://tribune.com.pk/epaper/news/Karachi/2021-11-16/NjU4OWUwYmI3ZjVkYjBkMmViYzQyZDZkNGQxNTJlMmYuanBlZw'],"The prices of the petroleum products will remain unchanged for the second half of November, as Prime Minister Imran Khan rejected on Monday the recommendations for any increase in their prices, the Finance Division said in a notification.

According to the notification, the oil prices which were notified on November 4 would continue for the fortnight. Accordingly, petrol will be sold for Rs145.82 per litre, diesel for Rs142.62 per litre, kerosene oil and the light diesel for Rs116.53 and Rs114.07 per litre, respectively.

""Despite rising petroleum product prices globally, the prime minister of Pakistan has kindly rejected the proposal for enhancement in the prices,"" it said.",106.0,140.82,137.62,POL prices remain unchanged,0.0,0.05,0.85,0.05,0.05,0.1,0.6,0.2,0.05,0.05,0.0,0.01,0.98,0.01,0.0,0.05,0.6,0.35,0.0,0.0,0.0,0.7,-0.10000000000000002,0.6499999999999999
73,2021-11-05,"['https://tribune.com.pk/epaper/news/Karachi/2021-11-05/ZjZhMzdhYjAzN2U2ODcwNjQyY2FkMzY0OTU1ODVmMzguanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2021-11-05/MGVhZmY4ZDA0YTJlZjlkNDFiZTg3ZDFkZjNkMTQzNDcuanBlZw']","Petrol becomes dearer by Rs8.03 to Rs 145.82 per litre; diesel rate shoots up to Rs 142.62

The government on Thursday jacked up the prices of petroleum products by up to Rs8.14 per litre on the pretext that the earlier relief provided to the consumers had dented the fixed levy budget during the first quarter of fiscal year 2020-21 by Rs132.5 billion.

""In the previous petroleum prices [proposed by the Oil and Gas Regulatory Authority], a significant relief was provided to consumers. This has dented the Petroleum Levy budget of Rs 152.5 billion July-September of 2021 as compared to Rs20 billion realised only,"" the Finance Division said in a notification.

Ina televised address to the nation on Wednesday, Prime Minister Imran Khan had hinted at an increase in the prices of fuel.

The new price of petrol is Rs 145.82 per litre after an increase of Rs 8.03 as compared with the previous Rs 137.79.

Similarly, that of high speed diesel has risen by Rs8.14to Rs 142.62 per litre from Rs 134.48.

The rate of kerosene oil has increased by Rs 6.27 to Rs 116.53 per litre as against Rs110.26, while that of light diesel oil has shot up to Rs 114.07 per litre from Rs108.35.

On October 30, Premier Imran had turned down a proposal of Ogra for increasing fuel prices from November 1.

In the summary sent to the prime minister, Ogra had proposed to increase the price of petrol by Rs11.53 per litre, HSD by Rs8.49, kerosene oil by Rs6.29 and LDO by Rs5.72.

According to the notification, Prime Minister Imran Khan had not agreed with the proposals worked out by Ogra and the Finance Division and directed to maintain the prices as notified on October 16. ""Maintaining the Oct 16 petroleum prices [for first half of November] had some underlying concerns like cash flow issues due to short recovery of the cost.""

It said that the prices of petroleum products had been increased partially as compared to prices worked out by Ogra. ""If the government had accepted Ogra's recommendation, the new prices would have been much higher.""

""In fact, the government has absorbed the bulk of the pressure after making adjustments in the sales tax and Petroleum Levy.""

The Finance Division stated that the government was cognisant of its responsibility to provide maximum relief to the consumers.",392.0,145.82,142.62,Govt jacks up petroleum prices,0.0,0.05,0.1,0.55,0.3,0.0,0.05,0.3,0.45,0.2,0.0,0.0,0.05,0.6,0.35,0.0,0.25,0.4,0.35,0.0,-1.2999999999999998,-0.09999999999999998,-1.0999999999999999,-0.8
74,2021-10-17,"['https://tribune.com.pk/epaper/news/Karachi/2021-10-17/MDg2ZTRhZjVmN2Y2OGEyYmU1ZWVmZTA0NjIwZWU2NTYuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2021-10-17/YzJhMDI0YTgwM2NjNTU3MmQzYzIwNmFhY2FhNjUyMmEuanBlZw']","Petrol to be sold at Rs137.79; diesel at Rs134.48 per litre

The government on Saturday announced a massive increase in the prices of all major petroleum products, citing soaring energy prices in the global markets in the wake of the post-Covid economic recovery worldwide.

The hike of around Rs9 to Rs12 per litre in the fuel prices of petrol, high-speed diesel (HSD), light diesel oil (LDO) and kerosene oil is bound to increase inflationary pressure on the common man, who is already facing spiralling prices of different commodities.

The ruling Pakistan Tehreek-e-Insaf (PTI) made major increases in the prices of two petroleum products - petrol and the HSD - that are widely used by the general public. Effective Saturday, the HSD went up by Rs12.44 per litre and petrol by Rs10.49 per litre.

There had been crisis in different countries due to increase in prices of coal, gas and crude oil. Due to higher prices of coal, India had curtailed electricity supply to different states. China had also faced problem due to higher prices of coal. 

Pakistan is also producing some portion of electricity through coal as share of this fuel in power sector had increased, following imported coal-based power plants set up under the China-Pakistan Economic Corridor. Therefore, increase in coal prices would also impact the prices of electricity in Pakistan.

On Friday, the world oil prices exceeded $85 a barrel that was the highest rate since October 2018. Pakistan being a net importer of petroleum products was directly impacted by the soaring oil prices globally.

The government announced the increase in fuel price in a statement issued by the Finance Division. Accordingly, petrol - which is used in cars and motorbikes - will now be sold at Rs137.79 per litre against the earlier price of Rs127.30 per litre.

The price of HSD - which is widely used in transport and agriculture sectors -  has been increased from Rs122.04 per litre to Rs 134.48 per litre. The price of kerosene oil went up by Rs10.95 to Rs 110.26 from Rs 99.31 and the LDO by Rs8.84 per litre to Rs108.35 from Rs99.51. The LDO is used by the industry.

The kerosene oil is commonly used at homes in far-flung areas of the country, mainly the northern parts of Pakistan. The people living in these areas use it for cooking purpose as liquefied petroleum gas (LPG) is not available.

After the shortage of gas, use of petrol had increased. A gas ""crisis"" is already looming over the country as the Pakistan LNG Limited (PLL) and the Pakistan State Oil (PSO) had failed to arrange the required LNG to meet domestic demand for the winter season.

The PLL had floated a tender to import the commodity to meet the requirements in the winter months. However, No LNG trader had participated in the bid because of the higher prices in the world markets.

Therefore, demand for petrol was likely to increase if the government curtailed the supply of gas to the CNG stations in the country. The government had already announced prioritising gas supply to the fertiliser, export sectors and domestic consumers.

The Finance Division said in the notification that at present, the world oil prices had risen to around $85 a barrel and the ""entire energy chain prices have witnessed a strong surge in the past couple of months due to higher demand for energy inputs and supply bottlenecks"".

""In the current scenario, the government has absorbed the pressure and provided maximum relief to the consumers by keeping petroleum levy and sales tax to minimum. Therefore, prices worked out by Ogra [Oil and Gas Regulatory Authority] have been approved"".

Reaction

After the government announced a massive increase in the prices of petroleum products, major political leaders and common Pakistanis were in a fit of rage over it.

Soon after the announcement, top political leaders and opposition parties condemned the government's move, demanding Prime Minister Imran Khan's resignation.

PML-N President Shehbaz Sharif termed the increase as ""utterly shameful"", saying that the latest petrol bomb will push people to the brink of starvation.

""No words to describe the extreme cruelty this selected PTI regime has inflicted on the people in the form of yet another increase in prices of items of daily use,"" Shehbaz said,

The PML-N president said PM Imran Khan has no right to remain in office and demanded his resignation.

""PM Imran's resignation could provide some relief to the nation,"" the PML-N leader said, adding that ""mini budgets"" are proof of the incumbent government's economic failures.

'Tsunami of inflation'

On the hike in petrol price, PPP Chairman Bilawal Bhutto Zardari said that the PTI government has brought a ""tsunami of inflation"" in the country,

""The government is actually charging people for its incompetence. During the PPP era, the burden of rising petroleum prices and products in the world market was never shifted to the masses,"" he said in a statement.

""Only PPP's people-friendly government can save the country from the tsunami of inflation,"" he added.

Bilawal said increasing the price of petrol a day after the hike in power tariff proves ""Imran Khan is an anti-people prime minister"".

He asked the people to support the PPP to get rid of the government which is pushing Pakistan into the mire of inflation.",881.0,145.82,142.62,Petrol bomb' triggers nationwide anger,0.0,0.01,0.05,0.6,0.34,0.0,0.02,0.15,0.57,0.26,0.0,0.0,0.0,0.25,0.75,0.0,0.01,0.29,0.32,0.38,-1.75,-1.07,-1.27,-1.0699999999999998
75,2021-10-01,"['https://tribune.com.pk/epaper/news/Karachi/2021-10-01/ODQwMjBkODYwMmMwODk2YTdjNWRjMDQ0NzljN2VhZmQuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2021-10-01/YzgxYzdkOTIxM2YzYWY4YzdhNzEyYmNhNWVlMTk1ZmQuanBlZw']","Diesel dearer by Rs2 per litre, LDO by Rs8.82 per litre

The government on Thursday increased the price of petrol by Rs 4 per litre, taking its price to a record level of Rs 127.30 per litre.

Petrol is used in cars and motorbikes and is an alternate to compressed natural gas (CNG) in the country. It also increased the price of high speed diesel by Rs2 per litre.

Now, it will be available at Rs 122.04 per litre as against the previous rate of Rs120.04 per litre.

It is widely used in transport and agriculture sectors and will have a direct impact on inflation.

The government has also made a record increase in price of kerosene oil that is used for cooking purpose in remote areas like Northern parts of the country where Liquefied Petroleum Gas (LPG) is not available.

Its price has gone up from Rs92.26 to Rs99.31 per litre registering an increase of Rs7.05 per litre.

The government also increased the price of light diesel oil (LDO) by Rs8.82 per litre.

Its price has jumped up to Rs 99.51 per litre as against Rs 90.69 per litre. It is used in industry.

The Oil and Gas Regulatory Authority (Ogra) calculates ex-depot prices of petroleum products in view of the rate of petroleum levy and general sales tax. The petroleum products are a significant contributor to taxes as the government is currently charging a double tax. It is charging a petroleum levy and general sales tax, resulting in higher prices.

The government in a statement said that due to increase in price of oil in the international market and variation of exchange rate during the last fortnight, Ogra had worked out the higher increase in oil prices.

But Prime Minister Imran Khan decided against the recommendation of Ogra and passed on minimum increase in price of oil to the consumers.

The finance ministry added that oil prices in Pakistan were still cheaper than in the region.",328.0,145.82,142.62,Petrol price jacked up to Rs 127 per litre,0.0,0.05,0.2,0.5,0.25,0.0,0.02,0.15,0.5,0.33,0.0,0.0,0.15,0.65,0.2,0.02,0.18,0.25,0.3,0.25,-1.05,-0.5800000000000001,-0.95,-1.1400000000000001
76,2021-09-16,"['https://tribune.com.pk/epaper/news/Karachi/2021-09-16/ZDM3Yzc0ZGUzZGVhZDE0Mzk1OTM1YTIwZTQxMWQ0NmIuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2021-09-16/NmM4YjdkOGZjZDY4NjYzYjlkMGJmZDYxMTI3NzU1ZjAuanBlZw']","Increase in line with fluctuation in world prices and local currency rate

The government on Wednesday jacked up the prices of petroleum products by over Rs 5 per litre from Thursday (today) in line with fluctuation in global oil prices and the local currency, according to a statement issued by finance ministry.

According to the notification the per-litre price of petrol goes up by Rs 5, HSD by Rs5.01, kerosene oil by Rs5.46 and light diesel oil (LDO) by Rs 5.92. According to the notification, the new prices will be effective from September 16 (today) till September 30.

Earlier, the Oil and Gas Regulatory Authority (Ogra) had recommended an increase of up to Rs 10.50 per litre in the prices of various POL products. In a summary to Petroleum Division, Ogra had recommended Rs10 per litre hike in petrol price, Rs10.5 for HSD and Rs5.5 for both kerosene oil and LDO.

After fresh hike, the petrol price has gone up from Rs 118.30 to Rs 123.30 per litre. Similarly the price of HSD goes up to Rs 120.04 from Rs115.03 per litre. Kerosene oil goes up to Rs92.26 per litre from Rs86.80, while LDO will now be available at Rs 90.69 per litre against the current Rs84.77 per litre.

Earlier on August 31, the government had turned down Ogra's recommendation of increasing the POL prices by up to Rs 5.11 for the first half of September; instead it announced a nominal decrease in the fuel rates.

The latest increase in the price will have impact on the life of people, particularly those living in remote areas like northern parts of Pakistan, where kerosene is used for cooking purposes because of the non-availability of liquefied petroleum gas (LPG).

High speed diesel is mainly used in transport and agriculture sectors. The increase in its price will also have direct inflationary impact. LDO is used in industry.",314.0,137.79,134.48,"Petrol, diesel prices jacked up by Rs 5",0.0,0.05,0.15,0.6,0.2,0.0,0.05,0.25,0.5,0.2,0.0,0.0,0.15,0.7,0.15,0.0,0.05,0.3,0.5,0.15,-1.0,-0.75,-0.95,-0.85
77,2021-09-01,['https://tribune.com.pk/epaper/news/Karachi/2021-09-01/ZWFkM2RkZjIzYTgyZWI5MmRiN2QzYjc0ZTg0YmFlMTMuanBlZw'],"Govt says rates revised to 'provide maximum relief to consumers'

The federal government has reduced the price of petrol by Rs1.5 per litre for the next fortnight effective September 1.

The rates of high-speed diesel (HSD) and kerosene have also been slashed by Rs1.5 per litre and that of light diesel oil (LDO) by Rs1 per litre.

The new rates will remain effective till September 15.

According to a notification issued by the Finance Division, the new price of petrol will be Rs 118.3 per litre against the previous price of Rs119.8 per litre.

The new price of HSD, which is majorly used by the agriculture and transport sectors, will be Rs115.03 per litre against Rs116.53 per litre.

Kerosene will be sold at Rs86.8 per litre against Rs88.3 while the new price of LDO is fixed at Rs84.77 per litre against Rs85.77 per litre.

Kerosene oil is used by the Pakistan armed forces and in remote areas like northern parts of the country for cooking purposes where LPG is not available.

""Despite international price fluctuations in petroleum products and anticipated increase in future prices, the government has reduced the prices in order to provide maximum relief to the consumers,"" read the notification.

""The government is firmly committed to ensure stability in prices of essential commodities and has sustained the price pressure in line with its commitment to the common man,"" it added,

""It is pertinent to mention that petroleum levy is kept at a minimum which is a clear reflection that government is fully cognisant of the impact of fuel prices on the prices of basic items that affect people directly"".

The Petroleum Division had recommended a reduction by up to Rs5 per litre in fuel prices, sources privy to the development told The Express Tribune.",296.0,127.3,122.04,Petrol price slashed by Rs 1.5 per litre,0.1,0.6,0.2,0.05,0.05,0.1,0.6,0.25,0.04,0.01,0.1,0.65,0.25,0.0,0.0,0.25,0.5,0.23,0.02,0.0,0.8500000000000001,0.98,0.6499999999999999,0.74
78,2021-08-01,"['https://tribune.com.pk/epaper/news/Karachi/2021-08-01/NDVlZGZkZTViYjk3ZDNjMWIyOTkyMjhlMzYyOWI1OGIuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2021-08-01/NjE0NjRjY2I1YThmYjk5ZmVjODk5ZDNkYjlmOTYwODQuanBlZw']","HSD and LDO will continue to be sold at same rates

The government on Friday jacked up the price of petrol by Rs1.71 per litre effective from August 1 (Sunday), following fluctuation in the global oil prices. The Finance Division issued a statement in this regard on Saturday. The decision was made as per the recommendation of Oil and Gas Regulatory Authority (Ogra). The new price of petrol will be Rs 119.80 per litre against the current rate of Rs 118.09 per litre. However, there was no change in the price of high speed diesel (HSD). HSD, which is majorly used by the agriculture and transport sectors, will continue to be sold at Rs 116.53 per litre.

The price of light diesel oil (LDO) was also kept unchanged at Rs84.67 per litre. The commodity is primarily used by the industrial sector.

The price of kerosene oil was also increased by Rs 0.35 per litre to Rs87.49 per litre against Rs8.14 per litre.

Kerosene oil is used by the Pakistan armed forces and in remote areas like northern parts of the country for cooking purposes where LPG is not available.

On July 15, the government had increased the price of petrol by Rs 5.40 per litre and that of HSD by Rs2.54 per litre. The prices of kerosene and LDO were also raised by Rs1.39 and Rs1.27, respectively.

This was the second time the prices of petroleum products had been increased in the last 15 days.

Earlier, the government had increased the prices of all petroleum products by up to 4.7% at the beginning of July to pass on ""partial impact"" of rise in international prices.

The ex-depot price of petrol was increased by Rs2 per litre and that of HSD by Rs1.44 per litre. The ex-depot price of kerosene was increased by Rs3.86 per litre and that of LDO by Rs3.72 per litre, respectively.",314.0,118.3,115.03,Govt jacks up petrol price by Rs 1.71 per litre,0.0,0.05,0.1,0.6,0.25,0.0,0.05,0.2,0.5,0.25,0.0,0.0,0.2,0.7,0.1,0.0,0.05,0.25,0.5,0.2,-0.8999999999999999,-0.85,-1.05,-0.95
79,2021-07-16,"['https://tribune.com.pk/epaper/news/Karachi/2021-07-16/MmVmNWZlYjE2YmY4NjY5M2FjNWM1ZmRkNjI2Yzc1NWMuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2021-07-16/Njk4ZTg0M2Y2YzYwMjRkNTdlYzYzNDZjMDEzOThkZWEuanBlZw']","Diesel increased by Rs2.54; LPG rate raised by R5 to Rs 165 per kg

Prime Minister Imran Khan has approved an increase in the price of petrol by Rs5.40 per litre in addition to LPG exceeding the official rate of Rs160 per kg after a hike of Rs 5 per kg.

His special assistant on political communication, Shahbaz Gill, on Thursday tweeted that the price of high-speed diesel (HSD) had been jacked up by Rs2.54.

The prices of kerosene oil and light diesel oil (LDO) have been increased by Rs1.39 per litre and Rs1.27 per litre, respectively.

After the increase, the price of petrol will shoot up from the existing price of Rs2.69 per litre to Rs118.09. The price of HSD will go up from the current Rs113.99 per litre to 116.53.

Similarly, the price of kerosene will reach Rs87.17 per litre from the existing Rs85.75 and the LDO will go up from the existing Rs83.40 per litre to Rs84.67.

The PM's aide said the government had provided ""maximum relief"" to the public by not increasing the prices as recommended by the Oil and Gas Regulatory Authority (Ogra).

The new prices will come into effect from July 16 and remain unchanged until July 31.

Gill pointed out that the prices of petroleum products were increasing in the international market for the last several months. ""Ogra had proposed a hike of Rs 11.40 per litre in the price of petrol,"" he added.

Ina summary sent to the Petroleum Division, Ogra had proposed an increase of Rs2.40 for HSD. Additionally, it had sought a hike in the prices of kerosene and LDO by Rs 1.5 per litre and Rs1.40 per litre, respectively.

Information and Broadcasting Minister Fawad Chaudhry tweeted that government had ""no choice"" but to increase the prices in view of the rate in international markets.

However, fuel prices in the country were still the lowest in the region, he added.

This is the second time fuel prices have been increased in the last 15 days, The government had earlier jacked up the prices of all petroleum products by up to 4.7% at the beginning of the current month to pass on ""partial impact"" of rise in international prices.

Separately, LPG Industry Association Chairman Irfan Khokhar said the price of the gas had been increased by Rs 5 per kg ""in the black market under the patronage of police and government officials"".

He added that a domestic cylinder was being sold at Rs1,950 after an increase of Rs 60.

Similarly, the price of commercial cylinder has been increased by Rs225. ""It is being sold at Rs7,490,"" Khokhar added.

The price of LPG in Gilgit has reached Rs185 per kg.

The increase in prices comes at a time when the consumption of petroleum products in the power sector has declined by 43% and the demand and supply gap between gas production and consumption is likely to widen further in the next decade.",490.0,119.8,116.53,Petrol price up by Rs 5.40 per litre,0.0,0.05,0.7,0.2,0.05,0.0,0.05,0.1,0.55,0.3,0.0,0.0,0.85,0.15,0.0,0.0,0.07,0.18,0.53,0.22,-0.15,-0.8999999999999999,-0.25000000000000006,-1.0999999999999999
80,2021-07-01,"['https://tribune.com.pk/epaper/news/Karachi/2021-07-01/ZTc3ZjNlODQ5NzNkODQ4OWUyODFmMmFjZjQ5ZmY0ZTIuanBlZw', 'https://tribune.com.pk/epaper/news/Karachi/2021-07-01/YzVjNjdmMjBiMTE5ODM5NTRjOWUwZWRmMjdjOWQzYjEuanBlZw']","The government has increased the prices of petrol by Rs2 per litre and that of high speed diesel (HSD) by Rs 1.44 per litre for the first fortnight of July, effective from today (Thursday).

The government has also hiked the price of kerosene oil by Rs3.86 per litre and the price of light diesel oil (LDO) by Rs3.72 per litre, said a statement issued by the Finance Division on Wednesday.

""In order to provide maximum relief to the consumers, the government has maintained the practice of keeping the prices of petroleum products at an affordable level,"" the statement added.

The Oil and Gas Regulatory Authority (Ogra) has been recommending substantial increase in the prices of petroleum products since May 1 in view of an increase in prices of the petroleum products in the international markets.

However, the government has absorbed the impact of the increase by making adjustments in sales tax and petroleum levy, it said.

Currently, the petroleum levy rates are at the lowest of the last six years.

During the financial year 2020-21, the government has provided Rs252.41 billion subsidy to the consumers by keeping low the petroleum levy rates against the budgeted Rs30 per liter on all products.

Ogra on Tuesday recommended that the government increase the price of petrol by Rs 6.05 per litre and the HSD by Rs 3.44 per litre for the first fortnight of July.

In its calculation submitted to the Petroleum Division and the Finance Division, Ogra had proposed an increase in the prices of almost all the petroleum products, Ogra's calculation was based on the existing petroleum levy of Rs 3.61 per litre and Rs2.97 per litre on the HSD and petrol respectively. After the increase, the price of petrol will go up from the existing Rs 110.69 per litre to Rs112.69 per litre and the price of the HSD will go up from the current Rs 112.55 per litre to Rs113.99 per litre.

Similarly, the price of kerosene will go up to Rs85.75 per litre from the existing Rs81.89 per litre and the LDO will go up from the existing Rs79.68 to Rs83.40 per litre. """,356.0,119.8,116.53,Govt jacks up petrol price by Rs 2,0.0,0.05,0.1,0.55,0.3,0.0,0.05,0.4,0.35,0.2,0.0,0.0,0.2,0.65,0.15,0.0,0.35,0.45,0.2,0.0,-0.95,0.14999999999999997,-1.0999999999999999,-0.7
