,date,link,word_count,inner_html,headline,petrol,hsd,openai_headline_very_positive,openai_headline_positive,openai_headline_neutral,openai_headline_negative,openai_headline_very_negative,openai_text_very_positive,openai_text_positive,openai_text_neutral,openai_text_negative,openai_text_very_negative,gemini_headline_very_positive,gemini_headline_positive,gemini_headline_neutral,gemini_headline_negative,gemini_headline_very_negative,gemini_text_very_positive,gemini_text_positive,gemini_text_neutral,gemini_text_negative,gemini_text_very_negative,openai_headline_overall_sentiment,gemini_headline_overall_sentiment,gemini_text_overall_sentiment,openai_text_overall_sentiment
56,2022-08-01,https://epaper.brecorder.com/2022/08/01/1-page/938655-news.html,568.0,"to a notification issued by Finance Ministry, the new prices will come into effect from August 1, 2022. The price of Kerosene (SKO) has been increased Rs 4.62 per litre and the price of Light Diesel has been increased Rs 0.12 litre. Following the changes in the prices, petrol will now be available for Rs227.19 per litre. Previously, petrol was being sold in the country for Rs230.24 per litre. High Speed Diesel will now available for Rs 244.95 per litre. Previously, the price of High Speed Diesel was being sold for Rs 236 per litre. On the other hand, kerosene oil, which was previously available for Rs196.45 per litre, will now be sold for Rs201.07 per litre following an increase of Rs4.62. Light Diesel oil registered a slight decrease of Rs0.12, after which it will be sold for Rs191.32 per litre as against the previous rate of Rs191.44 per litre. According to the notification, the changes were introduced following a reduction in the prices of petroleum products in the international market. “Owing to the fluctuation in petroleum prices in the international market and exchange rate variations, the government has decided to revise the existing prices of petroleum products to pass on the impact to the consumers,” the statement read. WASIM IQBAL adds: Federal government has on Sunday decided not to pass on full impact of decrease in petro, prices as recommended by Oil and Gas Regulatory Authority (OGRA) but opted to increase the petroleum levy (PL) rates upto Rs 10 per litre and dealer margin in a fortnightly review of petroleum prices with effect from August 1,2022. The rates of PL on petrol have revised upward from Rs 10 to Rs 20 per litre. The dealer margin has been raised from Rs 4.90 to Rs 7 per litre on petrol. The regulator had recommended a reduction of Rs 13.05 per litre. However, the government opted to only reduced Rs 3.05 per litre. The government announced Rs 227.19 per litre against recommended price of OGRA of Rs 217.19 per litre. The rate of PL on high speed diesel has (HSD) also increased from Rs 5 to Rs 10 per litre. OGRA had recommended an increase of Rs 3.95 per litre in HSD price, however, finance division decided to increase the price at Rs 8.95 per litre by addition of revised PL. The government announced Rs 244.95 per litre price with effect from August 1-15 against recommended prices of 239.95 per litre. The PL rate on kerosene oil (SKO) has also increased from Rs 5 to Rs 10 per litre. The new price of SKP has been fixed Rs 201.07 per litre against a recommended price of Rs 196.07 per litre. The regulator had recommended to reduce the price by 0.38 paisa but government has increased by Rs 4.62 per litre. Similarly, the price of light diesel oil (LDO) has also increased by raising PL from Rs 5 to Rs 10 per litre. The price has been reduced by 12 paisa against OGRA’s recommended price reduction of Rs 5.12 per litre. The oil and gas regulator had worked out prices of PL based on last notified PL rates as well as budgeted RS 750 billion PL and zero sale tax. In line with the government agreement with IMF, prices of POL is required to be passed on the consumers as worked out by OGRA with effect from August 1.—NAVEED BUTT","Petrol price cut by Rs3.05, diesel’s increased by Rs8.95",233.91,244.44,0.0,0.1,0.7,0.15,0.05,0.0,0.05,0.15,0.5,0.3,0.0,0.15,0.4,0.35,0.1,0.0,0.05,0.1,0.5,0.35,-0.15,-0.4,-1.15,-1.05
57,2022-07-15,https://epaper.brecorder.com/2022/07/15/1-page/936688-news.html,359.0,"Prime Minister Shehbaz Sharif Thursday announced a reduction of Rs18.50 per litre in the price of petrol and that of Rs 40.54 per litre in diesel keeping in view reduction in oil prices in the international market. The petroleum prices have been reduced as part of the government decision to shift to the consumers the impact of the reduction in oil prices globally, the premier announced in his televised address to the nation. Effective July 15 (Friday), the new price of petrol has been fixed at Rs 230.24 per litre against the previous price of Rs 248.74 per litre and that of diesel Rs 236 per litre against the previous price of Rs 276.54 per litre, according to a notification issued by the Finance Division. Kerosene oil price has been reduced by Rs 33.81 per litre from Rs 230.26 to Rs 196.45 per litre and light diesel oil price has been reduced by Rs 34.71 per litre – from Rs 226.15 to Rs 191.44 per litre, the notification mentioned. “We inherited a destroyed economy, massive inflation at home and oil prices were at peak in the international market,” the premier said. He alleged that the former federal government signed an agreement with International Monetary Fund (IMF) but did not honour it. “They laid landmines for us. Reduced fuel prices during their last days in power despite that there was no money in the national kitty. They did all this to create problems for us,” Sharif alleged. “There was no way out so tough decisions had to be taken. With a heavy heart, we had to increase the petroleum prices,” he said. He also announced that the federal government reached an agreement with IMF – and credited Finance Minister Miftah Ismail and his team in this regard. “God willing, this should be our last agreement with the IMF,” Sharif said. The premier said lessons need to be learnt from massive delays in Neelum-Jhelum and Haveli Bahadur Shah projects that cost the national kitty dearly. The federal government will focus on improving agriculture, information technology (IT) and export-based industry, he said, adding that the coalition government would guide Pakistan to success.",PM announces cut in fuel prices,227.19,244.95,0.1,0.8,0.05,0.03,0.02,0.1,0.4,0.3,0.15,0.05,0.2,0.7,0.1,0.0,0.0,0.1,0.45,0.2,0.25,0.0,0.93,1.1,0.4,0.35
58,2022-07-01,https://epaper.brecorder.com/2022/07/01/1-page/935208-news.html,496.0,"Finance Minister Miftah Ismail Thursday said that increase in petroleum development levy by Rs10 on petrol and Rs4 on diesel was compulsion for revival of the International Monetary Fund (IMF) programme. Addressing a news conference along with Musadik Malik, the finance minister said that after Rs10 per litre increase in PDL and Rs 4.85 increase in its price, new price of petrol would be Rs 248.75 after midnight. He said that diesel whose price was Rs 263 would be Rs 276.54 per litre following an increase of Rs 8.23 in price and Rs 5 in tax. Similarly, he said that the new price of kerosene oil whose price was Rs 211, would be Rs 230 after Rs 18 increase in price and Rs 5 PDL per liter while light diesel, whose price was Rs 207, would be Rs 226.15 per liter after 12am subsequent to increase of Rs 13.68 in price and Rs 5 tax. Ismail said that these prices would be effective from 12am night to make up Rs 230 billion loss incurred during the fiscal year closed on June 30 2022. The increase in these prices was inevitable because the country’s budget deficit historic high of Rs 5 trillion. He said that the government tried to provide relief as much as possible but as the prices have increased considerably, there was no other option to increase the prices. These taxes were compulsion because the government revived the same EFF programme of the IMF which was violated by the previous government and its time duration as well as fund have also been increased. The programme would now be for four years with an increase of $2 billion in amount as opposed to original amount. Musaddiq Malik said that the previous government of Imran Khan has passed an amendment to the Oil and Gas Regulatory Authority (OGRA) Ordinance to allow the regulator to pass on determined gas prices on general masses in 40 days. He said the division has asked recommendations from oil refineries on option to import oil from Russia. He maintained that PTI chairman Imran Khan was not pressing earlier statement that PTI was in negotiations with Russia on import of cheaper oil as Russian ambassador had already clarified. He further said the government would soon start importing coal from Afghanistan and issuance of Pakistani visas at border would be issued to trucks for power generation. He said the government was in discussion with various foreign countries for long-term LNG contract as spot purchase of very expensive and government had to scrap one of LNG bid received for July window. He said under the directive of the Prime Minister, the government had already disbursed Rs 2,000 as targeted fuel subsidy and more deserving fall under BISP would also be added to this. He said the country was on the verge of bankruptcy and they had to take these unpopular steps. He expressed the hope that the economic situation would be better in 6 months.",POL products’ prices further jacked up,230.24,236.0,0.0,0.05,0.1,0.6,0.25,0.03,0.15,0.35,0.37,0.1,0.0,0.0,0.05,0.4,0.55,0.0,0.05,0.25,0.42,0.28,-1.05,-1.5,-0.93,-0.36
59,2022-06-16,https://epaper.brecorder.com/2022/06/16/1-page/933388-news.html,444.0,"Finance Minister Miftah Ismail Wednesday said that the government has decided to increase the petroleum prices with Rs 24.03 per litre increase in petrol rate and Rs 59.17 per litre raise in diesel price. New price of petrol would be Rs 233.89, diesel 263.31, kerosene oil would be Rs 211.43 and light diesel Rs 207.47, Miftah said addressing a press conference along with State Minister for Petroleum. The Finance Minister said that increase was inevitable due to hike in the global market. The government has been facing a loss of Rs 24.03 on petrol Rs 49.16 on diesel, Rs 29.49 on kerosene oil and Rs 29.15 on light diesel. He said the government has also been facing a loss of Rs 120 billon on petroleum prices monthly. The minister admitted that the increase in petroleum prices would fuel inflation in the country but the government had no other option. The minister said that 90 lakh poor Pakistanis are being provided Rs 2,000 per month under the BISP and millions additional would also be eligible for Prime Minister’s Relief Package against petroleum prices. He said the allocation of BISP has been increased. The previous government had signed agreement with the IMF but violated it in February and the present government soon after assuming the office started negotiations with the Fund but its hands were tied due to agreement of the previous government to increase the prices but also take the petroleum levy to Rs 30 per litre and on top of that Rs 17 percent sales tax. Besides, Miftah said the international challenging environment of petroleum prices, commodity prices such as wheat and edible oil were also compelling to pass on the price hike to consumers. He said the international petroleum prices have increased by $20, adding that the agreement with the International Monetary Fund (IMF) would help lessen the problem and gas and electricity prices have not been increased for quite some time and now the rebasing of the electricity prices was approved by the Economic Coordination Committee (ECC) of the Cabinet. “We are taking difficult decisions,” Miftah maintained. According to Finance Division late night statement, in the wake of rising petroleum product prices in the international market and exchange rate variation, maintaining the fuel prices at the subsidized rate is constantly increasing the fiscal deficit and current account gap besides putting pressure on country’s foreign exchange reserves. Therefore, the Government has decided to consider the proposal of OGRA to increase the petroleum products prices. However, Petroleum Levy and Sales Tax have been kept at zero to provide relief to the end consumers. New prices of petroleum products with effect from 16 June, 2022.",Fuel prices raised yet again: Miftah says hike was ‘inevitable’,248.74,276.54,0.0,0.05,0.1,0.6,0.25,0.0,0.1,0.25,0.4,0.25,0.0,0.0,0.1,0.6,0.3,0.0,0.05,0.3,0.4,0.25,-1.05,-1.2,-0.85,-0.8
60,2022-06-01,https://epaper.brecorder.com/2022/05/27/1-page/931009-news.html,540.0,"The increase in petroleum prices was announced by Finance Minister Miftah Ismail at a hurriedly-called press conference. He expressed the hope that now reaching an understanding on staff-level agreement with the IMF would be easier as constructive discussion are being held with the Fund on revival of the EFF. He said the decision has been taken to increase the prices of petrol, diesel, kerosene and light diesel by Rs30 per liter from Thursday mid-night with new prices of Rs179.86 per liter petrol, Rs174.15 per liter diesel, Rs155.56 per liter kerosene oil, and Rs148.31 per liter light diesel.The minister acknowledged that it would contribute to inflation to some extent but the government had no other choice as it has already provided Rs56 per litre subsidy on diesel.However, he said that the decision was taken to reduce pressure on rupee, improve stock market, and most importantly it would bring balance in economy.The minister stated that increase in petroleum prices was inevitable and would make things easier including agreement with the Fund on targets for the next fiscal year. The minister said that the government has preferred the country’s interests over political capital of the party as Rs55billion subsidy during the first fortnight of the ongoing month was greater compared to Rs42 billion monthly for the running of the civil government.He added that the Fund has been pressing for an increase in petroleum prices but the decision has been taken in the interest of the country as consumption of petroleum products has surged by 20 per cent.He said that he cannot give any guarantee of price decline if the prices in the international market remain high. He stated that a caretaker setup would be announced after 23rd August 2023. The finance minister also criticized the previous government for Rs10 per liter cut in petrol and diesel prices.Federal government on Thursday announced an increase of petrol and High Speed Diesel (HSD) prices by Rs 30 per litre against the recommended ex-depot price of petrol at Rs 66.16 per litre and Rs 81.07 per litre for HSD for first quarter of June and five last days of May. According to the sources, the price calculated for Oil Marketing Companies the estimated price differential claims (PDC) of OMCs level for next 20 day May 27-June 15) is Rs 66.16 per litre on petrol and Rs 81.07 per litre on HSD and projected ex-depot price excluding petroleum levy (PL) and general sale tax (GST) on is Rs 215 per litre for petrol and Rs 223.25 per litre for HSD for next fortnight (June -15). Based on current international prices, the price differential claims for Oil Marketing Companies/refineries is projected at Rs 48 billion for May 16-31 fortnight and projected PDC is at Rs 47 billion for May 1-15. An official of Petroleum Division on the condition of anonymity told Business Recorder that the IMF has estimated that Pakistan requires Rs1.4 trillion in subsidies for keeping the POL prices unchanged for next financial year. On May 19, State Minister for Energy Musadiq Malik also said that Rs 700-800 billion budget was needed for the fuel subsidy.The government remains committed to reviving the IMF programme and put Pakistan back on a sustainable growth path, said Finance Minister Miftah Ismail.",POL products’ prices hiked by Rs30 per litre,233.89,263.31,0.0,0.1,0.8,0.05,0.05,0.1,0.4,0.3,0.15,0.05,0.0,0.01,0.98,0.01,0.0,0.3,0.4,0.25,0.05,0.0,-0.05,0.0,0.95,0.35
61,2022-05-27,https://epaper.brecorder.com/2022/05/27/1-page/931009-news.html,540.0,"The increase in petroleum prices was announced by Finance Minister Miftah Ismail at a hurriedly-called press conference. He expressed the hope that now reaching an understanding on staff-level agreement with the IMF would be easier as constructive discussion are being held with the Fund on revival of the EFF. He said the decision has been taken to increase the prices of petrol, diesel, kerosene and light diesel by Rs30 per liter from Thursday mid-night with new prices of Rs179.86 per liter petrol, Rs174.15 per liter diesel, Rs155.56 per liter kerosene oil, and Rs148.31 per liter light diesel.The minister acknowledged that it would contribute to inflation to some extent but the government had no other choice as it has already provided Rs56 per litre subsidy on diesel.However, he said that the decision was taken to reduce pressure on rupee, improve stock market, and most importantly it would bring balance in economy.The minister stated that increase in petroleum prices was inevitable and would make things easier including agreement with the Fund on targets for the next fiscal year. The minister said that the government has preferred the country’s interests over political capital of the party as Rs55billion subsidy during the first fortnight of the ongoing month was greater compared to Rs42 billion monthly for the running of the civil government.He added that the Fund has been pressing for an increase in petroleum prices but the decision has been taken in the interest of the country as consumption of petroleum products has surged by 20 per cent.He said that he cannot give any guarantee of price decline if the prices in the international market remain high. He stated that a caretaker setup would be announced after 23rd August 2023. The finance minister also criticized the previous government for Rs10 per liter cut in petrol and diesel prices.Federal government on Thursday announced an increase of petrol and High Speed Diesel (HSD) prices by Rs 30 per litre against the recommended ex-depot price of petrol at Rs 66.16 per litre and Rs 81.07 per litre for HSD for first quarter of June and five last days of May. According to the sources, the price calculated for Oil Marketing Companies the estimated price differential claims (PDC) of OMCs level for next 20 day May 27-June 15) is Rs 66.16 per litre on petrol and Rs 81.07 per litre on HSD and projected ex-depot price excluding petroleum levy (PL) and general sale tax (GST) on is Rs 215 per litre for petrol and Rs 223.25 per litre for HSD for next fortnight (June -15). Based on current international prices, the price differential claims for Oil Marketing Companies/refineries is projected at Rs 48 billion for May 16-31 fortnight and projected PDC is at Rs 47 billion for May 1-15. An official of Petroleum Division on the condition of anonymity told Business Recorder that the IMF has estimated that Pakistan requires Rs1.4 trillion in subsidies for keeping the POL prices unchanged for next financial year. On May 19, State Minister for Energy Musadiq Malik also said that Rs 700-800 billion budget was needed for the fuel subsidy.The government remains committed to reviving the IMF programme and put Pakistan back on a sustainable growth path, said Finance Minister Miftah Ismail.",POL products’ prices hiked by Rs30 per litre,179.86,174.15,0.0,0.0,0.1,0.6,0.3,0.0,0.05,0.1,0.6,0.25,0.0,0.0,0.05,0.35,0.6,0.0,0.0,1.0,0.0,0.0, , , , 
62,2022-05-16,https://epaper.brecorder.com/2022/05/16/1-page/929645-news.html,967.0,"The government has decided not to increase the petroleum prices at this point in time but did not rule out adjustment in days ahead owing to sharp increase in crude oil prices in the international market, and for revival of International Monetary Fund (IMF) programme. This was stated by finance minister Miftah Ismail addressing a press conference on Sunday. He said that as Prime Minister Shehbaz Sharif believes the people cannot be further burdened at this point in time, today he would not increase the price, so there is no need to form long queues at petrol stations. He; however, made it clear that adjustment in petroleum prices would be inevitable in days ahead because government was providing Rs120 billion monthly subsidy and there is no sign of reduction in the crude oil prices in the international market. As the discussion with the IMF would start from May 18, 2022, he would try to seek leniency or a middle way on petroleum price from the Fund, he added. Finance Minister strongly criticized the previous government over slashing by Rs 10 per litre petrol and diesel in last days of its tenure and stated that they had caused great harm to the economy and now the situation has further worsened with the increase in crude oil price in the global market from US$90 per barrel at that time to US$110 barrel now. He also maintained that the previous government had not funded the subsidy on petroleum products. Shaukat Tarin committed to the IMF that not a penny subsidy would be provided and promised to the Fund that Rs 30 petroleum levy would be collected and Rs 17 percent GST would be imposed, he said. Miftah Ismail said that in December 2021, Shaukat Tarin had also promised to the IMF to limit the primary deficit at Rs 25 billion for the ongoing fiscal year but actually it has increased to Rs 1320 billion, which in no way the present government be able to comply in two-month time. Miftah Ismail has also claimed that the EFF programme was ended by the IMF, but he, soon after assuming the office, went to the IMF to restart discussion and when Fund sought political commitment, he proposed extension of one year in the programme as well as US$ 2 billion increase in loan amount. He said that talks with staff level IMF mission would begin from May 18 2022 and Secretary Finance would be heading the Pakistani delegation in talks initially and he would also join them. He said that the country would remain in the IMF programme. Finance Minister said that Pakistan has become wheat and sugar importing country during the last three and half years because of smuggling of wheat, flour and urea, as well as, use of fake pesticide. He said that during the Pakistan Muslim League-Nawaz (PML-N) tenure the country was exporting wheat and sugar. He said this year the country would be importing three million tonnes of wheat and as chairmen of the ECC of the Cabinet he has already given approval last week in this regard. The minister said that cotton production was 5.3 million bales last year, lowest after 1983-84; whereas this year the production is projected at 07 million bales compared to 10.17 million bales of in the last year of his party’s government. He said that in all the three major crops Pakistan production was less. He said one would of course be asking the question whether suspicious officials who were facing serious charges of corruption and 0.14 million tons smuggling of urea were behind the decline in production of agriculture sector. He said that without the help and involvement of Punjab government, smuggling of urea was not possible and on top of that those flour mills which were provided thousands of tonnes of flour, did not consume any electricity which implies that those flour mills had not done milling and sold the wheat to Afghanistan. He said that the government was providing subsidized gas to the fertilizer companies. He said that agriculture sector was a low hanging fruit but Pakistan is importing edible oil, cotton and wheat and this year the country would be facing Rs35 billion trade deficit and current account deficit of over $15 billion as exports would be $30 billion and remittance $30 billion. He said that commodity prices have significantly increased during three and half years of previous government primarily because of devaluation of rupee, flawed economic policies. He said of course increase in international prices was also one of the factors. He said that the Covid was a shock for the economy; however, it was good financially for the country because the country was recipient of $4 billion because G20 countries had not asked for repayment and IMF provided $1.5 billion emergency fund and the country also borrowed from global level but the government did not provide relief to the people during that time. The government has neither increased tax to GDP ratio not reduced expenditure. He said that Pakistan Tehreek-e-Insaf government added Rs 20,000 billion debt during the last three and half years compared to total Rs 24,952 billion accumulated by all the government since 1947 to 2018. Replying to questions, he said that he met with the Saudi finance minister and requested not to withdraw Saudi deposits from the SBP becoming due in December 2022. I was informed that the request would be sent to the Saudi royal court for approval, he said adding that he also requested for extension in Saudi oil facility and additional Saudi deposits. Finance Minister said that he was given an offer on additional deposit but it would be inappropriate to talk about it further. He said that he did not accompany the prime minister during his trip to the UAE.",No raise in POL products’ prices for now: govt,209.86,204.15,0.1,0.6,0.25,0.04,0.01,0.0,0.1,0.4,0.3,0.2,0.09,0.7,0.2,0.01,0.0,0.0,0.05,0.1,0.35,0.5,0.74,0.8699999999999999,-1.3,-0.6
63,2022-05-01,https://epaper.brecorder.com/2022/05/01/1-page/928147-news.html,319.0,"IQBAL ISLAMABAD: In a fortnightly review, the federal government has decided to continue the subsidy on petroleum products for first half of May against recommendation of the Oil and Gas Regulatory Authority (Ogra) which had proposed an increase up to Rs20.81 per litre excluding petroleum levy (PL) and General Sales Tax (GST). Information Minister Marriyum Aurangzeb announced Thursday (April 28) that the price of petroleum products will remain unchanged for the first half of May. In a statement, the information minister shared that Prime Minister Shehbaz Sharif, once again, decided against the OGRA decision to hike the prices of petroleum products. The regulator recommended an ex-refinery price increase by Rs9.01 per litre in the petrol price. It should be increased from Rs159.14 per litre to Rs168.14 per litre. It further proposed Rs20.81 per litre increase in ex-refinery price of high speed diesel (HSD). The new recommended price of HSD was Rs207.40 per litre against present Rs186.59 per litre. Energy sources said that expected price differential claim (PDC) payable on kerosene oil (SKO) to refineries would be Rs43.17 per litre for the period and recommended price increase is Rs162.80 per litre from current Rs119.63 per litre. The price of light diesel oil (LDO) was proposed to increase from Rs113.46 per litre to Rs163.20 per litre. The ex-depot price of petrol including PL and GST has been proposed to increase by Rs30.31 per litre from Rs149.86 per litre to Rs180.17 per litre. The recommended increase in the price of HSD has been Rs72.33 per litre from current Rs144.15 per litre to Rs216.48 per litre. The oil marketing companies (OMCs) are expecting PDC claim on petrol would be Rs30.31 per litre and Rs72.33 per litre on HSD. The variation in dollar rupee parity is Rs4.04 from Rs181.91 to Rs185.95 during the period. The government is estimated that it has to give subsidy and revenue loss of Rs98 billion in May and June.",First half of May,149.86,144.15,,,,,,0.0,0.1,0.7,0.15,0.05,0.0,0.0,1.0,0.0,0.0,0.15,0.45,0.38,0.01,0.01,,0.0,0.72,-0.15
64,2022-04-16,https://epaper.brecorder.com/2022/04/16/1-page/926284-news.html,348.0,"Prime Minister Shehbaz Sharif on Friday announced to continue the subsidy for keeping petroleum products prices unchanged with effect from April 16, 2022. The premier turned down the Oil and Gas Regulatory Authority (OGRA)’s recommended increase in the ex-depot price of high speed diesel (HSD) up to Rs51 per litre. The regulator had proposed an increase in the price of HSD by Rs51.32 per litre (35.7 percent increase), petrol by Rs21.30 per litre (14.2 percent increase), kerosene oil by Rs36.03 per litre (28.7 percent increase), and light diesel oil (LDO) Rs38.89 per litre (39.9 percent increase). However, the premier had turned down the proposed increase in oil prices that would put an additional burden of around Rs63 billion in the shape of subsidy and revenue shortfall. The government would have to pay this amount to oil firms on account of price differential claims (PDCs). The State Bank of Pakistan already had revisited oil industry credit lines by allowing oil industry to meet the import petroleum products in the country. An amount of Rs30 billion is already due on account of price differential claims due to keeping oil prices unchanged from April 1, 2022. The government will be paying a price of Rs63 billion to oil companies due to maintaining existing oil prices for the month of April 2022. The government has maintained the existing price of HSD at Rs144.15 per litre, petrol at Rs149.86 per litre, kerosene oil at Rs125.56 per litre, and LDO at Rs118.31 per litre. Officials said that the impact of rupee depreciation against the dollar had also resulted in an increase in oil prices by Rs5.54 per litre or 3.03 percent. The average rate of the dollar had jumped from Rs182.15 to Rs188.15. Energy experts said that there is no change in ex-refinery price of petrol over fist half of April. The ex-refinery price of petrol was Rs161.91 per litre and remained same in the next half of April. The ex-refinery price of HSD is increased from Rs176.53 per litre to Rs195.64 per litre or Rs19.11 per litre change in second half of April.",POL products’ prices kept unchanged,149.86,144.15,0.0,0.1,0.7,0.15,0.05,0.0,0.1,0.4,0.35,0.15,0.0,0.0,1.0,0.0,0.0,0.35,0.2,0.4,0.05,0.0,-0.15,0.0,0.85,-0.5499999999999999
65,2022-03-01,https://epaper.brecorder.com/2022/03/01/1-page/920548-news.html,929.0,"ABBASI ISLAMABAD: Prime Minister Imran Khan has reduced petroleum products’ prices by Rs10 per litre and electricity tariff by Rs5 per unit In a televised address to the nation on state-owned television on Monday, the PM said he received a summary from the OGRA for increase in petrol price by Rs10 per litre, and instead of increasing it, the government has decided to reduce oil prices by Rs10 per litre. Similarly, he said that the government has decided to reduce electricity tariff by Rs5 per unit, which means the electricity bill would be reduced by 20 to 25 percent. He said that the government had decided not to increase prices of oil and electricity till the next budget. He said that subsequent to Ukraine war, the prospect of decrease in oil prices is not expected. He said that the oil prices are lowest in Pakistan compared to other countries. He asked the opposition, which was criticizing the government on petrol prices, how they would reduce the oil prices. He said Rs70 billion subsidy is being provided; otherwise, petrol price would be over Rs210 per litre. The Prime Minister announced 100 percent tax exemption for both companies and freelancers in the IT sector, 100 percent foreign exchange exemption, and 100 percent exemption from capital gain tax for investments in IT startups. The premier said that no question would be asked for industrial investment, adding the details of industrial policy would be shared with the media today (Tuesday) at Lahore. The policy envisages revival of sick units through tax benefits and to attract overseas investment (joint ventures) tax holiday would be available for five years. He said Rs1 million free medical cover under Qaumi Sehat Card will be there for all citizens by end of March, 2022. It will help private medical hospitals to increase services in rural areas, he added. He said that stipend is increased from Rs12,000 to Rs14,000 per month for Ehsaas and graduate internship stipend will be Rs30,000 per month. He said that 2.6 million scholarships would be provided with allocation of Rs38 billion. He also recounted that his government inherited historic current and fiscal deficits and this was followed by coronavirus and country’s growth rate was -04 percent and after the country was coming out of the lockdown there was a super cycle of commodity fuelling the inflation in the country. The prime minister said that 70 percent electricity was being generated through imported fuel. He said that the US faced highest inflation during the last 40 years followed by Canada that faced 30 years’ highest. He said that during the PTI government, inflation was around eight percent. He said that Pakistan GDP growth was 5.6 percent despite the difficult situation, and the country was recipient of highest remittance of $31 billion and exports were also the highest, while the exports had not grown during the PML-N tenure. He said that Pakistan’s tax collection was more than Rs6000 billion and four major crops’ production was highest because the farmers received additional Rs1.1 trillion. He said that the LSM growth was 7.4 percent and big companies have earned huge profits. Credit disbursement was highest and the construction sector received investment of Rs1500 billion. “I have to speak to you because the situation is changing very swiftly across the world. First, I wanted to start with the foreign policy and recently, I visited China and Russia. It was my desire to have an independent foreign policy for the benefit of the country,” he said, adding he was always against supporting the US in war against terror because it caused $50 billion d economic loss besides the loss of 80,000 lives, and the most shameful thing was that there were over 400 drone attacks. More than 400 drone attacks were done during the democratic governments of Pakistan Peoples Party and Pakistan Muslim League-Nawaz (PML-N), he said. He said that the country was unable to adopt an independent foreign policy because ‘the leaders’ have stashed money in foreign bank accounts. He said that the people must not cast vote for the party whose leaders had banks accounts abroad. He said that Russian money was being frozen by the Western capitals. We have to import 20 lac tons’ wheat and would also to import gas, he said. The Prime Minister that the PECA law was made in 2016 and the present government wanted to amend it. He said that the government was not afraid of criticism but this law was being brought to deal with the bad things happening in the society. He said 94,000 cases are with the FIA, mostly for targeting household women and only a few cases have been decided and even the prime minister was not being spared and in fake news even the prime minister was not getting justice. He said the same journalist who had written about the corruption of Nawaz Sharif was put behind bars for three days by the former PM Nawaz and was also beaten up. A media house claimed that Shaukat Khanum Memorial Hospital money was being diverted to the PTI, he said. He said that in the name of freedom of journalists, a mafia was blackmailing the people; whereas, the true journalists would be happy for this kind of action against fake news. The PM also made comparison of his government with the four tenures of PPP governments from 1971 onwards and of three tenures of the PML-N governments, and stated that inflation during the present government was relatively less than the inflation during the tenures of those previous governments.","Reprising populist rhetoric, PM cuts rates of POL products, power",149.86,144.15,0.1,0.4,0.3,0.15,0.05,0.15,0.5,0.2,0.1,0.05,0.05,0.6,0.35,0.0,0.0,0.6,0.25,0.1,0.05,0.0,0.35,0.7,1.4,0.6
66,2022-02-16,https://epaper.brecorder.com/2022/02/16/1-page/919019-news.html,393.0,"Federal government on Tuesday announced a massive up to Rs 12.03 per litre increase in the prices of petroleum products with effect from February 16. The government opted to pass on full impact of drastic $95 per barrel Brent oil surge in the international market to mitigate the fortnightly revenue loss of around Rs 35 billion. In a late night statement, Finance Division says Prime Minister Imran Khan deferred the last review of petroleum products’ prices on January 31, 2022 and advised against Oil and Gas Regulatory Authority (OGRA). “In order to provide utmost relief to the consumers, government levied zero percent general sale tax (GST) and reduced Petroleum Levy (PL) rate against the budgeted target. Resultantly, government is bearing the revenue loss of around Rs 35 billion (fortnightly) on account of budgeted to existing PL and ST rate”. The new ex-depot price of petrol is Rs 159.86 from Rs 147.83 per litre after Rs 12.03 per litre or 8.13 percent increase. The rate of high speed diesel (HSD) is also increased by Rs 9.53 or 6.5 percent to Rs 154.15 per litre from Rs 144.62 per litre. The rates of kerosene oil (KERO) and Light Diesel Oil (LDO) are also raised by Rs 10.08 per litre or 8.6 percent and Rs 9.43 or 8.2 percent per litre respectively. The price of KERO is now Rs 126.56 from Rs 116.48 per litre and LDO’s price is Rs 123.97 from Rs 114.54 per litre. The statement further says that in the fortnightly review of petroleum products prices, Prime Minister has considered the recommendation to increase the prices of petroleum products in line wit change in the international oil prices. Despite the increase in the prices of petroleum products, PL and GST have been kept to minimum. The government raised the Pl on petroleum products by Rs 4 per litre for second half of February to meet one of the conditions of IMF. The Pl on petrol is raised from Rs 13.92 per litre to Rs 17.92 per litre. The Pl rate on HSD is increased to Rs 13.30 per litre from Rs 9.30 per litre. The rate of Pl on KERO is increased to Rs 5 per litre from Rs 1 per lire and Pl on LDO is also raised to 9.50 per litre from Rs 5.50 per litre, according to oil marketing companies.",POL products’ prices hit all-time high,149.86,144.15,0.0,0.05,0.1,0.6,0.25,0.0,0.05,0.15,0.6,0.2,0.0,0.0,0.05,0.4,0.55,0.0,0.05,0.3,0.4,0.25,-1.05,-1.5,-0.85,-0.95
